,Obj_ID,IAU_name,Internal_names,Obj_RA,Obj_DEC,Obj_Type,Redshift,Spec_ID,Obs_date,JD,Phase_(days),From,Telescope,Instrument,Observers,Reducers,Source_group,Public,Associated_groups,End_prop_period,Ascii_file,Fits_file,Spec_type,Spec_quality,Extinction_Corrected,WL_Medium,WL_Units,Flux_Unit_Coefficient,Spec_units,Flux_Calibrated_By,Exp_time,Aperture_(slit),HA,Airmass,Dichroic,Grism,Grating,Blaze,Lambda_min,Lambda_max,Del_Lambda,Contrib,Publish,Remarks,Created_by,Creation_date
8927,10568,SN 2018jov,ZTF18acusegd  ATLAS18bbdt,120.02975,58.7097083333,SN Ia,0.019213,41234,2018-12-10 11:43:25.00,2458462.9884838,--,--,FTN,FLOYDS-N,Las Cumbres Observatory,Jamison Burke,TNS,Y,TNS,--,SN2018jov_2018-12-10_11-43-25_FTN_FLOYDS-N_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2018jov_2018-12-10_11-43-25_FTN_FLOYDS-N_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600.0,--,--,--,--,--,--,--,3500.5927734375,9999.2128572464,1.7408572418454,--,--,[TNS source group:  38 - Global SN Project ],TNS_Bot1,2018-12-17 08:05:51
8924,10578,SN 2018jpi,ZTF18adbzcry  ATLAS18bbhc,174.964686,-8.088278,SN,,60160,2018-12-11 15:02:01.00,2458464.1264005,--,--,UH88,SNIFS,Do,--,TNS,Y,TNS,--,SN2018jpi_2018-12-11_15-02-01_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800.0,--,--,--,--,--,--,--,3351.76,9981.76,2.9986431478969,--,--,re-reduction of the previous spectrum  [TNS source group:  51 - SCAT ],TNS_Bot1,2021-01-31 23:05:06
8923,10578,SN 2018jpi,ZTF18adbzcry  ATLAS18bbhc,174.964686,-8.088278,SN,,41249,2018-12-11 15:00:00.00,2458464.125,--,--,UH88,SNIFS,Aaron Do  Michael A. Tucker,--,TNS,Y,TNS,--,SN2018jpi_2018-12-11_15-00-00_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800.0,--,--,--,--,--,--,--,3305.06,9697.06,1.9993744135127,--,--,Can&amp;#039;t be Ia  likely Ic  but can&amp;#039;t rule out Ib or II. SNID provides quality template matches to Ib  Ic  and SNII templates from z~0.03-0.07  [TNS source group:  51 - SCAT ],TNS_Bot1,2018-12-17 08:05:51
8890,10613,SN 2018kag,ZTF18acwzyor  ATLAS18bbuv  ASASSN-18abt,133.95166,3.64114,SN II,0.027209,41315,2018-12-24 06:56:25.00,2458476.7891782,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2018kag_2018-12-24_06-56-25_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2018-12-26 11:05:05
8889,10613,SN 2018kag,ZTF18acwzyor  ATLAS18bbuv  ASASSN-18abt,133.95166,3.64114,SN II,0.027209,41298,2018-12-18 01:09:32.00,2458470.548287,--,--,LT,SPRAT,S. J. Prentice  K. Maguire  M. R. Magee  P. Clark  K. Skillen,--,TNS,Y,TNS,--,SN2018kag_2018-12-18_01-09-32_LT_SPRAT_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,800.0,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  0 - ],TNS_Bot1,2018-12-20 14:41:04
8888,10610,SN 2018kav,Gaia19aln  PS18ckf  ZTF18acxhvkv  ATLAS18bbvc,72.7274886667,-17.986688,SN Ia,0.0325,55828,2018-12-27 05:38:03.00,2458479.7347569,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2018kav_2018-12-27_05-38-03_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-02-22 07:05:05
8887,10610,SN 2018kav,Gaia19aln  PS18ckf  ZTF18acxhvkv  ATLAS18bbvc,72.7274886667,-17.986688,SN Ia,0.0325,41295,2018-12-17 22:38:05.00,2458470.4431134,--,--,LT,SPRAT,S. J. Prentice  K. Maguire  M. R. Magee  P. Clark  K. Skillen,--,TNS,Y,TNS,--,SN2018kav_2018-12-17_22-38-05_LT_SPRAT_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,700.0,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  0 - ],TNS_Bot1,2018-12-18 00:05:02
8855,12764,SN 2018klm,ATLAS18bcdm  ZTF18acynoro,6.8267112,3.6122769,SN Ia,0.064,78981,2023-11-06 05:16:36.00,2460254.7198611,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023wts_2023-11-06_05-16-36_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-11-06 07:05:06
8854,12764,SN 2018klm,ATLAS18bcdm  ZTF18acynoro,6.8267112,3.6122769,SN Ia,0.064,52704,2018-12-23 05:26:51.00,2458475.7269792,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2018klm_2018-12-23_05-26-51_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-07-15 20:05:05
8847,10636,SN 2018kpo,PS19ahu  Gaia19alp  ATLAS19bsm  ZTF18adbclkd  ATLAS18bcde,55.17939,-6.42337090909,SN II,0.017,41322,2018-12-25 00:00:00.00,2458477.5,--,--,LT,SPRAT,S. Prentice  K. Maguire,S. Prentice,TNS,Y,TNS,--,SN2018kpo_2018-12-25_00-00-00_LT_SPRAT_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900.0,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,Preliminary reduction   [TNS source group:  0 - ],TNS_Bot1,2018-12-27 00:05:02
8848,10636,SN 2018kpo,PS19ahu  Gaia19alp  ATLAS19bsm  ZTF18adbclkd  ATLAS18bcde,55.17939,-6.42337090909,SN II,0.017,41344,2018-12-30 01:53:55.00,2458482.5791088,--,--,P60,SEDM,SEDM-Robot,auto,TNS,Y,TNS,--,SN2018kpo_2018-12-30_01-53-55_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2018-12-30 21:05:03
8832,10643,SN 2018kyi,PS19ahr  Gaia19asl  ZTF18adaslwa  ATLAS18bchg,106.789598182,26.3249245455,SN Ia,0.0214,41329,2018-12-28 21:46:04.00,2458481.4069907,--,--,Ekar,AFOSC,benetti,benetti,TNS,Y,TNS,--,SN2018kyi_2018-12-28_21-46-04_Ekar_AFOSC_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2018kyi_2018-12-28_21-46-04_Ekar_AFOSC_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2400.0,--,--,--,--,--,--,--,3398.8,8196.704211998,4.6900334428133,--,--,[TNS source group:  16 - Padova-Asiago ],TNS_Bot1,2018-12-29 09:05:02
8833,10643,SN 2018kyi,PS19ahr  Gaia19asl  ZTF18adaslwa  ATLAS18bchg,106.789598182,26.3249245455,SN Ia,0.0214,41345,2018-12-30 04:58:01.00,2458482.706956,--,--,P60,SEDM,SEDM-Robot,auto,TNS,Y,TNS,--,SN2018kyi_2018-12-30_04-58-01_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2018-12-30 21:05:03
2754,14754,SN 2018ltg,ZTF18aarqxbw,276.42654,34.658488,SN II,0.048,57313,2019-11-11 02:58:00.00,2458798.6236111,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2018ltg_2019-11-11_02-58-00_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-06-25 19:05:06
2753,14754,SN 2018ltg,ZTF18aarqxbw,276.42654,34.658488,SN II,0.048,56923,2018-06-09 00:00:00.00,2458278.5,--,--,P200,DBSP,De,--,TNS,Y,TNS,--,SN2018ltg_2018-06-09_00-00-00_P200_DBSP_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3800.0,10000.65,1.5246250307352,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-05-26 09:05:06
2755,14754,SN 2018ltg,ZTF18aarqxbw,276.42654,34.658488,SN II,0.048,57485,2019-11-11 02:58:00.00,2458798.6236111,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019tpi_2019-11-11_02-58-00_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-07-15 22:05:04
2750,18821,SN 2018lyg,ZTF18aazijke,240.6876125,25.2520562,SN Ia,0.048,62369,2021-08-07 06:18:20.00,2459433.7627315,--,--,UH88,SNIFS,Tucker,--,TNS,Y,TNS,--,SN2021vav_2021-08-07_06-18-20_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800.0,--,--,--,--,--,--,--,3402.86,9099.86,3.165,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2021-08-07 08:05:08
2749,18821,SN 2018lyg,ZTF18aazijke,240.6876125,25.2520562,SN Ia,0.048,62211,2021-08-01 06:17:21.00,2459427.7620486,--,--,P60,SEDM,SEDmRobot,neill,TNS,Y,TNS,--,SN2018lyg_2021-08-01_06-17-21_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2021-08-01 15:05:08
2739,22527,SN 2018mef,ZTF18aamzgzi,223.568427,42.5579544,SN Ia,0.0179,68939,2023-01-31 23:33:00.00,2459976.48125,--,--,Other,Other,Claudio Balcon,Claudio Balcon,TNS,Y,TNS,--,SN2023bch_2023-01-31_23-33-00_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023bch_2023-01-31_23-33-00_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600.0,--,--,--,--,--,--,--,3901.6789,7997.0447,9.4146340229885,--,--,We obtained the low-resolution spectrum R~100 using the FOSC-ES32 spectrograph attached to a 0.2m telescope  in the course of Italian Supernovae Search Project.  [TNS source group:  0 - None ],TNS_Bot1,2023-02-01 01:05:06
2738,22527,SN 2018mef,ZTF18aamzgzi,223.568427,42.5579544,SN Ia,0.0179,68886,2023-01-27 04:50:53.00,2459971.7020023,--,--,LT,SPRAT,LTbot,Perley,TNS,Y,TNS,--,SN2018mef_2023-01-27_04-50-53_LT_SPRAT_TNS.spec,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4038.4,7994.4,9.1786542923434,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-01-27 13:05:06
2728,11949,SN 2019abb,ZTF19aadwtoe,118.5719373,14.2729541,SN Ic,0.0153,51260,2019-02-09 00:08:27.00,2458523.5058681,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019abb_2019-02-09_00-08-27_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250.0,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-05 21:05:05
2727,11949,SN 2019abb,ZTF19aadwtoe,118.5719373,14.2729541,SN Ic,0.0153,57646,2019-01-26 05:10:17.00,2458509.7154745,--,--,P200,DBSP,None,--,TNS,Y,TNS,--,SN2018ltk_2019-01-26_05-10-17_P200_DBSP_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3300.0,10000.85,1.5246530147895,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-07-28 20:05:06
2713,11942,SN 2019agh,ZTF19aaeoqqj,247.7092875,41.4027437,SN Ia,0.030621,51242,2019-02-12 13:09:08.00,2458527.0480093,--,--,P200,DBSP,A. Dugas,I. Andreoni,TNS,Y,TNS,--,SN2019agh_2019-02-12_13-09-08_P200_DBSP_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2019agh_2019-02-12_13-09-08_P200_DBSP_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,3300.0,10000.85,1.5246530147895,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-05 03:05:06
2714,11942,SN 2019agh,ZTF19aaeoqqj,247.7092875,41.4027437,SN Ia,0.030621,57170,2019-02-12 13:09:08.00,2458527.0480093,--,--,P200,DBSP,A. Dugas,I. Andreoni,TNS,Y,TNS,--,SN2019agh_2019-02-12_13-09-08_P200_DBSP_TNS_0.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2019agh_2019-02-12_13-09-08_P200_DBSP_TNS_0.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200.0,--,--,--,--,--,--,--,3300.0,10000.85,1.5246530147895,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-06-02 18:05:07
2701,11868,SN 2019ahi,ATLAS19kkz  PS19ty  ZTF19aajwhse  ATLAS19cat,207.90254,-8.840156,SN Ia,0.0283,51116,2019-02-04 05:05:47.00,2458518.7123495,--,--,LT,SPRAT,S. Prentice,--,TNS,Y,TNS,--,SN2019ahi_2019-02-04_05-05-47_LT_SPRAT_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,700.0,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  0 - ],TNS_Bot1,2019-02-04 17:05:02
2702,11868,SN 2019ahi,ATLAS19kkz  PS19ty  ZTF19aajwhse  ATLAS19cat,207.90254,-8.840156,SN Ia,0.0283,53980,2019-02-04 07:00:00.00,2458518.7916667,--,--,LT,SPRAT,LTRobot,auto,TNS,Y,TNS,--,SN2019ahi_2019-02-04_07-00-00_LT_SPRAT_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-09-19 20:05:06
2098,11898,SN 2019ahs,ATLAS19cdj  ZTF19aafmvdb,180.4288615,20.4038039,SN Ia,0.022919,51162,2019-02-15 22:03:28.00,2458530.4190741,--,--,Other,Other,Claudio Balcon,Claudio Balcon,TNS,Y,TNS,--,SN2019ahs_2019-02-15_22-03-28_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2019ahs_2019-02-15_22-03-28_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,9000,--,--,--,--,--,--,--,4344.8277,7382.1806,9.1762927492447,--,--,I obtained the low-resolution spectrum R~100 of AT2019ahs using the FOSC-E spectrograph attached to a 0.2m telescope.  [TNS source group:  0 - ],TNS_Bot1,2019-02-16 03:05:02
2097,11898,SN 2019ahs,ATLAS19cdj  ZTF19aafmvdb,180.4288615,20.4038039,SN Ia,0.022919,51236,2019-02-12 07:33:29.00,2458526.814919,--,--,P200,DBSP,A. Dugas,I. Andreoni,TNS,Y,TNS,--,SN2019ahs_2019-02-12_07-33-29_P200_DBSP_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2019ahs_2019-02-12_07-33-29_P200_DBSP_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,300,--,--,--,--,--,--,--,3300.0,10000.85,1.5246530147895,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-05 03:05:06
2096,11863,SN 2019ahv,ZTF19aagviec,191.3454545,21.9233149,SN,0.076,51111,2019-02-04 12:40:36.00,2458519.0281944,--,--,UH88,SNIFS,Tucker,--,TNS,Y,TNS,--,SN2019ahv_2019-02-04_12-40-36_UH88_SNIFS_TNS_0.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3305.06,9697.06,1.9993744135127,--,--,Same spectrum as previous reporting.   [TNS source group:  51 - SCAT ],TNS_Bot1,2019-02-04 16:05:02
2095,11863,SN 2019ahv,ZTF19aagviec,191.3454545,21.9233149,SN,0.076,51110,2019-02-04 12:40:36.00,2458519.0281944,--,--,UH88,SNIFS,Tucker,--,TNS,Y,TNS,--,SN2019ahv_2019-02-04_12-40-36_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3305.06,9697.06,1.9993744135127,--,--,Reduced with a summit-based quick reduction pipeline.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-02-04 16:05:02
2090,11862,SN 2019aje,ZTF19aaeopgw  ATLAS19cbq,193.437733333,46.6480433333,SN Ic,0.127,51448,2019-03-03 00:00:00.00,2458545.5,--,--,LT,SPRAT,LTRobot,LTRobot,TNS,Y,TNS,--,SN2019aje_2019-03-03_00-00-00_LT_SPRAT_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1600,--,--,--,--,--,--,--,4029.2,7994.4,9.1787037037037,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-26 23:05:06
2089,11862,SN 2019aje,ZTF19aaeopgw  ATLAS19cbq,193.437733333,46.6480433333,SN Ic,0.127,51109,2019-02-04 13:15:27.00,2458519.0523958,--,--,UH88,SNIFS,Tucker,--,TNS,Y,TNS,--,SN2019aje_2019-02-04_13-15-27_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3305.06,9697.06,1.9993744135127,--,--,Reduced with a summit-based quick reduction pipeline.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-02-04 16:05:02
2082,11907,SN 2019akq,ZTF19aahsgka  PS19few  Gaia19aou  ATLAS19cdi,66.7055425,29.95175,SN Ia,0.017459,51178,2019-02-23 18:30:03.00,2458538.2708681,--,--,Other,Other,Claudio Balcon,Claudio Balcon,TNS,Y,TNS,--,SN2019akq_2019-02-23_18-30-03_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2019akq_2019-02-23_18-30-03_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,7200,--,--,--,--,--,--,--,4052.7726,7290.4074,9.1717699716714,--,--,I obtained the low-resolution spectrum R~100 of AT2019akq using the FOSC-E spectrograph attached to a 0.2m telescope  in the course of Italian Supernovae Search Project.  [TNS source group:  0 - ],TNS_Bot1,2019-02-24 00:05:02
2083,11907,SN 2019akq,ZTF19aahsgka  PS19few  Gaia19aou  ATLAS19cdi,66.7055425,29.95175,SN Ia,0.017459,51248,2019-02-24 21:48:53.00,2458539.4089468,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019akq_2019-02-24_21-48-53_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-05 04:05:05
2074,11888,SN 2019ano,ZTF19aafmhcl  ATLAS19dbw  ASASSN-19ci,132.3354,11.19908,SN Ia-91T-like,0.072,51148,2019-02-08 07:07:46.00,2458522.7970602,--,--,FLWO-1.5m,FAST,E. Falco,--,TNS,Y,TNS,--,SN2019ano_2019-02-08_07-07-46_FLWO-1.5m_FAST_TNS.txt,https://www.wiserep.org/system/files/uploaded/TNS/SN2019ano_2019-02-08_07-07-46_FLWO-1.5m_FAST_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3477.7290039062,7417.8520708084,1.4696467985461,--,--,[TNS source group:  3 - ASAS-SN ],TNS_Bot1,2019-02-10 16:05:02
2075,11888,SN 2019ano,ZTF19aafmhcl  ATLAS19dbw  ASASSN-19ci,132.3354,11.19908,SN Ia-91T-like,0.072,51249,2019-02-09 00:53:47.00,2458523.5373495,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019ano_2019-02-09_00-53-47_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-05 04:05:05
2070,11894,SN 2019aox,ZTF19aainjqn  ATLAS19cng  Gaia19amg,63.0625,-6.702581,SN Ia,0.031,51172,2019-02-11 19:22:42.00,2458526.3074306,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019aox_2019-02-11_19-22-42_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-02-19 18:05:03
2069,11894,SN 2019aox,ZTF19aainjqn  ATLAS19cng  Gaia19amg,63.0625,-6.702581,SN Ia,0.031,51157,2019-02-11 01:42:32.00,2458525.5712037,--,--,SOAR,Goodman,D. A. Coulter  J. S. Brown,M. R. Siebert,TNS,Y,TNS,--,SN2019aox_2019-02-11_01-42-32_SOAR_Goodman_TNS.flm,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900,--,--,--,--,--,--,--,3827.0,9002.0,1.9996136012365,--,--,[TNS source group:  0 - ],TNS_Bot1,2019-02-13 00:05:02
2065,11906,SN 2019arb,Gaia19awm  ZTF19aahjhoy,184.8801147,49.8141588,SN Ia,0.014,51251,2019-02-12 07:26:22.00,2458526.8099769,--,--,P200,DBSP,A. Dugas,I. Andreoni,TNS,Y,TNS,--,SN2019arb_2019-02-12_07-26-22_P200_DBSP_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2019arb_2019-02-12_07-26-22_P200_DBSP_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,300,--,--,--,--,--,--,--,3300.0,10000.85,1.5246530147895,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-05 04:05:05
2064,11906,SN 2019arb,Gaia19awm  ZTF19aahjhoy,184.8801147,49.8141588,SN Ia,0.014,51177,2019-02-09 15:28:04.00,2458524.1444907,--,--,BAO-2.16m,Cassegrain,Xinghan Zhang,Xinghan Zhang,TNS,Y,TNS,--,SN2019arb_2019-02-09_15-28-04_BAO-2.16m_Cassegrain_TNS.txt,https://www.wiserep.org/system/files/uploaded/TNS/SN2019arb_2019-02-09_15-28-04_BAO-2.16m_Cassegrain_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600,--,--,--,--,--,--,--,4101.3235733851,8704.3068462906,2.7879971368295,--,--,[TNS source group:  25 - TNTS ],TNS_Bot1,2019-02-22 12:05:03
2043,11920,SN 2019axg,PS19ta  ZTF19aahygro  ATLAS19dih,159.150756667,-7.10872555556,SN Ia,0.027399,51218,2019-03-01 22:58:22.00,2458544.4571991,--,--,Ekar,AFOSC,Vogt  Schuldt  Fiore  Taubenberger,Benetti  Cappellaro  Tomasella,TNS,Y,TNS,--,SN2019axg_2019-03-01_22-58-22_Ekar_AFOSC_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2019axg_2019-03-01_22-58-22_Ekar_AFOSC_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2000,--,--,--,--,--,--,--,3399.8,8197.704211998,4.6900334428133,--,--,[TNS source group:  16 - Padova-Asiago ],TNS_Bot1,2019-03-02 17:05:03
2044,11920,SN 2019axg,PS19ta  ZTF19aahygro  ATLAS19dih,159.150756667,-7.10872555556,SN Ia,0.027399,51273,2019-03-04 06:29:23.00,2458546.7704051,--,--,P200,DBSP,A. Dugas,A. Ho,TNS,Y,TNS,--,SN2019axg_2019-03-04_06-29-23_P200_DBSP_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2019axg_2019-03-04_06-29-23_P200_DBSP_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,300,--,--,--,--,--,--,--,3400.0,10000.2,1.5246477246477,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-06 02:05:03
2020,11918,SN 2019bak,PS19ahy  ATLAS19dkn  ZTF19aaklquv,153.3829893,29.5518399,SN Ia,0.048,51219,2019-03-01 23:46:06.00,2458544.4903472,--,--,Ekar,AFOSC,Vogt  Schuldt  Fiore  Taubenberger,Benetti  Cappellaro  Tomasella,TNS,Y,TNS,--,SN2019bak_2019-03-01_23-46-06_Ekar_AFOSC_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2019bak_2019-03-01_23-46-06_Ekar_AFOSC_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3399.7,8197.604211998,4.6900334428133,--,--,[TNS source group:  16 - Padova-Asiago ],TNS_Bot1,2019-03-02 18:05:05
